377	127	254	218
376	126	258	223
388	136	249	211
388	143	252	207
395	131	235	220
402	134	237	216
403	144	230	200
413	147	230	205
418	155	218	193
415	169	221	173
426	187	210	160
434	168	202	181
434	182	209	162
448	173	189	177
450	169	190	178
461	184	183	153
457	176	185	170
462	158	179	189
467	147	175	205
459	140	185	209
485	164	166	183
487	173	150	176
497	174	150	170
505	190	139	159
514	200	126	147
528	227	116	124
536	236	105	113
539	232	99	116
549	235	95	113
551	235	87	111
560	241	81	104
568	241	75	97
577	242	65	91
582	247	57	86
592	249	51	83
598	251	47	83
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
606	250	41	70
481	238	44	66
460	226	51	80
324	175	51	78
218	240	67	83
223	241	84	85
223	244	101	81
227	243	103	87
231	241	109	88
232	241	108	88
235	246	118	86
240	245	116	81
242	246	115	84
247	243	126	80
246	245	125	84
252	249	126	81
256	248	136	80
256	247	134	83
262	244	127	83
262	246	124	86
266	236	127	94
269	241	126	90
271	245	127	86
274	238	122	95
278	242	129	93
282	250	135	81
284	239	160	94
289	238	150	94
294	243	142	88
298	244	137	94
302	249	144	87
303	235	158	97
307	240	169	101
311	247	165	94
316	243	178	97
319	245	178	91
320	236	182	100
326	231	191	108
328	223	219	119
335	218	243	121
332	207	270	138
347	186	293	158
343	158	292	189
355	161	294	189
358	152	301	202
358	144	285	205
361	150	281	196
371	168	274	187
366	161	277	194
374	160	276	194
367	160	273	197
394	152	247	203
396	134	243	226
393	136	242	212
398	148	237	190
402	151	247	196
401	151	238	194
411	143	234	204
418	154	221	197
420	151	211	205
430	136	210	219
421	152	221	199
437	142	209	210
436	144	203	208
446	151	194	202
448	134	193	221
447	124	195	237
449	115	196	246
449	123	196	240
458	129	184	231
455	133	187	227
477	163	167	193
485	177	156	176
488	174	155	177
498	193	148	156
505	194	139	156
500	228	141	124
517	245	125	103
521	245	124	102
529	250	113	98
536	248	106	98
540	244	103	103
545	248	95	101
551	251	90	101
563	251	81	98
567	249	75	93
578	252	61	93
584	251	60	99
587	252	54	91
595	252	46	87
601	257	40	72
605	257	36	69
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
616	255	26	72
511	216	33	67
494	251	40	65
381	237	28	69
397	261	36	71
398	247	51	80
399	243	58	89
402	241	73	98
236	206	75	114
240	205	80	116
245	205	85	118
249	203	76	118
255	202	77	117
255	201	77	119
259	203	84	121
263	207	78	116
264	201	84	124
269	200	85	123
272	201	85	120
279	202	85	123
282	202	90	124
285	202	89	124
286	197	96	128
293	195	93	132
297	198	92	135
303	194	94	131
306	190	100	141
313	190	96	140
319	192	94	139
320	197	101	136
326	197	98	140
329	189	98	151
333	186	107	151
335	193	117	143
344	191	102	141
348	197	107	140
350	191	113	148
358	194	115	140
363	189	114	147
369	187	117	148
373	199	121	143
382	196	112	143
383	191	121	148
390	197	124	146
395	193	127	146
405	194	124	145
412	190	124	151
419	179	127	165
423	192	132	161
429	171	130	172
439	182	127	157
438	178	134	168
446	164	139	181
450	148	155	197
450	130	183	217
455	132	178	214
462	119	174	222
464	122	172	224
479	127	162	218
487	120	155	217
485	147	162	201
503	163	142	179
507	186	119	156
515	179	118	164
526	182	114	164
528	183	117	164
531	185	112	165
547	188	95	159
559	190	83	154
563	188	81	151
571	190	72	150
573	189	71	151
574	193	69	131
579	200	59	129
572	213	67	109
576	221	64	100
577	227	61	93
575	229	65	95
578	248	59	79
591	263	48	66
591	263	48	66
591	263	48	66
616	202	48	64
614	245	42	55
614	251	30	46
615	257	24	39
619	264	18	33
618	261	19	36
617	264	19	32
620	234	15	28
618	238	17	24
626	252	14	23
624	271	10	25
623	277	9	19
623	278	10	18
623	280	9	17
623	280	10	16
623	279	10	17
623	281	9	16
624	280	9	16
624	280	9	16
624	281	8	15
623	281	9	14
623	283	8	14
623	282	8	13
623	283	8	13
623	283	8	12
623	285	8	12
623	285	8	12
623	285	8	12
623	286	8	11
624	285	8	11
624	286	8	10
624	287	8	9
624	286	7	9
624	286	7	9
624	287	7	9
624	287	8	9
624	287	7	9
624	287	7	8
624	288	7	8
623	288	6	9
624	287	7	8
624	287	6	8
624	288	7	8
623	288	8	9
623	287	8	9
624	287	8	9
624	288	8	9
624	287	8	10
624	287	7	10
624	286	8	10
624	288	7	9
624	287	8	10
624	287	8	10
624	287	8	10
624	288	8	10
624	287	7	10
624	287	8	10
624	288	8	10
624	287	8	9
624	288	8	9
624	288	7	9
624	287	7	9
624	288	7	9
624	288	7	9
623	287	7	10
624	287	7	9
623	287	7	9
624	288	7	9
623	287	7	9
624	288	8	9
623	287	7	9
623	287	7	10
623	287	7	10
624	287	7	10
623	288	7	10
623	287	7	10
623	287	7	9
624	287	7	9
624	288	7	10
625	289	6	9
624	288	7	10
624	288	7	10
623	288	7	10
623	288	7	10
623	288	7	10
623	288	8	10
623	288	8	10
623	289	7	10
623	288	7	10
624	289	7	10
624	289	7	10
623	289	7	10
